Country name,Country,Sector,Source,Gas,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Mauritius,MUS,Oil,GCP,CO2,0.17221,0.17221,0.24549,0.20512,0.30411,0.30045,0.26747,0.4983,0.63387,0.56794,0.4983,0.39205,0.68519,0.67418,0.68883,0.5899,0.61555,0.63754,0.62654,0.65586,0.58626,0.53861,0.4983,0.56037,0.56389,0.61189,0.67784,0.83173,0.74379,0.85371,1.2641,1.3451,1.5169,1.6052,1.5316,1.6601,1.8393,1.876,2.0079,2.1031,2.0958,2.1728,2.1471,2.3083,2.4219,2.4429,2.4915,2.3633,2.224,2.2973,2.3413,2.4109,2.3779,2.3963,2.471,2.5245,2.6308,2.7517,2.7627,2.9605,2.2555,2.2387,2.0258,2.016
Mauritius,MUS,Total fossil fuels and cement,GCP,CO2,0.17954,0.18686,0.25282,0.20885,0.30778,0.30411,0.2748,0.4983,0.63754,0.57158,0.4983,0.39571,0.68883,0.67784,0.6925,0.5899,0.61922,0.6412,0.63021,0.65952,0.5899,0.54227,0.50197,0.59723,0.62654,0.70715,0.79875,0.93066,0.85371,1.0516,1.4619,1.5206,1.7074,1.7734,1.6232,1.8283,1.9492,1.9969,2.1691,2.4256,2.6894,2.8616,2.8836,3.0594,3.0888,3.2939,3.6274,3.686,3.7666,3.708,3.9132,3.9168,3.9644,4.067,4.2063,4.2099,4.3455,4.536,4.4591,4.5214,3.8069,3.9718,3.9282,4.1389
Mexico,MEX,Cement,GCP,CO2,1.5264,1.501,1.6571,1.8607,2.1841,2.126,2.435,2.7656,3.0274,3.3543,3.5507,3.6142,4.1966,4.7426,5.1003,5.5515,5.9748,6.2394,6.5861,7.0607,7.5044,8.2481,8.7898,7.7197,8.2789,9.2227,8.7427,9.8197,9.8213,9.857,10.4392,10.6491,11.4246,12.0436,13.5264,10.7958,12.0516,12.6894,13.2065,13.671,14.281,13.813,14.3431,14.4387,15.1347,16.4617,17.5926,18.8202,18.5122,17.7389,16.8572,17.6676,18.3313,17.367,18.1902,19.0739,19.6373,19.6624,19.376,19.4111,19.3376,19.5609,18.7899,18.8158
Mexico,MEX,Coal,GCP,CO2,3.4918,3.5761,3.7187,4.0778,4.2354,4.0705,4.4334,5.0158,5.8148,6.2066,6.7674,7.4269,8.1524,9.0318,11.1386,11.2048,11.6808,12.527,15.7992,17.2941,10.6624,8.5591,10.3363,10.6512,10.567,12.8936,12.4173,11.593,11.0543,12.3295,15.8946,15.5097,14.8062,18.2028,20.2473,22.2661,25.1971,25.5745,26.267,26.0034,26.6996,30.6384,34.7014,42.4584,37.8818,46.8076,50.2884,45.8403,40.784,40.8133,51.0542,56.0413,49.2225,49.977,48.9437,44.1142,47.621,48.5297,47.3132,45.2684,33.7048,29.2202,35.9579,38.8653
Mexico,MEX,Gas,GCP,CO2,6.379,8.0352,11.8487,11.6582,13.4535,15.7654,17.012,19.8141,19.8259,19.5944,20.61,20.086,21.5553,24.0212,25.0911,25.7182,25.1827,26.5012,33.5036,40.8829,43.7927,47.3096,51.8426,51.9006,52.4465,54.5826,48.4381,49.1202,49.6325,51.278,52.9234,55.2678,55.6122,55.0663,56.9019,56.9202,62.7453,65.7718,71.0883,69.8029,81.2016,82.887,92.1708,101.9032,105.6469,105.5159,117.9368,117.2736,118.567,123.4328,124.1217,130.7069,135.7266,142.2768,138.5029,147.9768,151.4551,143.2514,165.5212,157.1001,160.9508,165.8386,164.5881,176.5787
Mexico,MEX,Gas flaring,GCP,CO2,8.6873,7.1558,4.294,5.9207,7.8772,5.9097,6.6612,5.8035,5.8074,6.1187,9.6143,10.12,8.4638,7.1961,10.043,10.4573,11.4463,7.1117,10.589,8.4712,9.8856,11.8677,17.2173,11.4756,7.2914,6.2618,4.0634,4.4115,2.5685,2.0738,1.8467,1.8686,1.8906,2.6124,2.8064,3.6791,4.7078,6.2252,6.2656,5.1593,5.3829,4.5695,3.7265,3.9732,3.1891,3.5236,4.0121,5.0117,6.7209,5.5676,4.6973,6.3738,8.0503,8.0998,9.1331,9.3945,8.5221,7.1233,7.3604,8.4299,10.8421,12.237,10.6555,10.3229
Mexico,MEX,Oil,GCP,CO2,42.9677,44.9719,42.2252,42.7748,46.4499,47.2963,50.3031,56.6065,59.4118,66.9022,73.4082,84.9352,89.8926,99.0489,103.3285,111.1719,129.4088,139.9585,155.5698,166.4665,195.7995,207.6022,215.5777,195.6832,197.9073,204.2204,219.5579,230.8457,232.3416,247.6779,235.6419,246.5322,248.7196,249.7969,258.0519,237.244,236.8421,252.2016,264.2745,271.4035,263.874,275.5768,265.3592,273.1952,276.7359,291.1231,284.6891,286.6494,288.3971,272.7408,259.6787,272.5121,290.158,277.6946,269.2747,258.8743,251.5922,245.8397,228.8424,238.0262,204.105,219.9774,235.3443,238.0408
Mexico,MEX,Total fossil fuels and cement,GCP,CO2,63.0523,65.2399,63.7437,66.2922,74.2001,75.1679,80.8446,90.0055,93.8872,102.1762,113.9507,126.1823,132.2608,144.0405,154.7014,164.1036,183.6935,192.3377,222.0476,240.1754,267.6447,283.5867,303.7637,277.4304,276.491,287.1811,293.2193,305.7901,305.4181,323.2163,316.7458,329.8275,332.4533,337.7219,351.5339,330.9053,341.5439,362.4625,381.1018,386.04,391.4389,407.4847,410.301,435.9687,438.5884,463.4319,474.5191,473.5953,472.9813,460.2935,456.409,483.3016,501.4886,495.4151,484.0445,479.4337,478.8277,464.4065,468.4133,468.2357,428.9403,446.8341,465.3357,482.6234
Moldova,MDA,Cement,GCP,CO2,0.24823,0.28209,0.32329,0.34981,0.37834,0.42855,0.48103,0.5176,0.54261,0.56517,0.60836,0.64561,0.676,0.71464,0.75654,0.80714,0.8267,0.85051,0.85472,0.83282,0.85105,0.86986,0.85014,0.88497,0.90268,0.91054,0.94496,0.96463,0.98289,0.99285,0.9717,0.90079,0.47431,0.40572,0.32844,0.24853,0.19312,0.27013,0.21506,0.21081,0.17276,0.17388,0.21919,0.24563,0.28258,0.36508,0.45708,0.70267,0.78992,0.34057,0.34983,0.42726,0.44216,0.47691,0.46461,0.44324,0.4339,0.53792,0.59431,0.64059,0.59528,0.59913,0.59913,0.59913
Moldova,MDA,Coal,GCP,CO2,7.1255,6.9229,6.7625,6.9831,7.1898,7.4343,7.6633,7.6245,7.4603,7.497,7.8849,8.0413,8.194,8.1896,8.1146,8.3467,8.6237,8.7641,8.597,8.6289,9.1475,8.2115,8.3766,8.3746,8.4406,9.8588,10.6062,10.5786,9.276,8.7475,7.4488,6.4806,4.0084,3.8362,3.697,2.246,1.9822,0.99661,0.98253,0.44737,0.3664,0.26014,0.27846,0.33709,0.31877,0.28601,0.34442,0.16854,0.3261,0.34808,0.3261,0.33342,0.41403,0.55326,0.3664,0.36978,0.27867,0.40304,0.29332,0.36665,0.28579,0.33709,0.30755,0.31208
Moldova,MDA,Gas,GCP,CO2,0.6027,0.77188,0.9425,1.1482,1.3945,1.613,1.7823,1.9254,2.0625,2.1863,1.9982,2.2589,2.349,2.4559,2.5733,2.8035,3.1016,3.3263,3.4421,3.6717,3.8554,4.0935,4.36,4.7133,5.1734,5.8231,5.3355,6.3875,8.5185,9.2851,8.4461,6.9972,6.9946,5.2175,5.0233,5.8587,6.7015,3.4661,3.1199,2.6072,1.7514,1.9199,1.9236,2.0555,2.1031,2.3651,2.3596,2.1764,2.0408,1.876,1.9822,1.9163,1.8247,1.7221,1.7514,1.6805,1.727,1.7257,1.8772,1.7342,1.766,2.0189,1.9109,2.0779
Moldova,MDA,Gas flaring,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0.14767,0.13962,0.16423,0.17818,0.1976,0.22077,0.23839,0.25274,0.13739,0.13866,0.13644,0.13666,0.13541,0.13534,0.14796,0.12947,0.11875,0.26116,0.25466,0.16846,0.15672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Oil,GCP,CO2,6.9964,7.4783,8.2092,8.9387,9.5699,10.1987,10.8678,11.6908,12.3169,13.069,14.0496,14.9567,16.0595,17.0686,18.079,19.0809,19.6624,20.3622,21.5439,21.6949,22.3435,22.3633,22.6062,22.7535,22.5432,23.3316,22.0641,19.4193,19.9699,18.8338,19.4437,15.0611,9.5008,6.3864,3.3782,3.0521,2.8103,2.5685,2.1264,1.4191,1.2824,1.4326,1.6305,1.766,1.9089,1.9214,1.8686,1.9309,2.0335,1.9749,2.1728,2.268,2.0848,2.1471,2.1764,2.2882,2.4641,2.5538,2.6692,2.7535,2.5904,2.8946,2.9723,2.9731
Moldova,MDA,Total fossil fuels and cement,GCP,CO2,14.9728,15.4551,16.2375,17.4198,18.5326,19.6746,20.7943,21.7582,22.3823,23.3174,24.541,26.0502,27.4182,28.5929,29.7016,31.2358,32.4352,33.5415,34.6905,34.9656,36.3361,35.6746,36.3296,36.8618,37.1952,40.072,39.0802,37.4688,39.0085,38.1139,36.4787,29.5963,20.9781,15.8458,12.427,11.4054,11.6871,7.3013,6.4438,4.6845,3.573,3.7866,4.0517,4.4043,4.6134,4.9375,5.0297,4.9786,5.1904,4.5395,4.8309,4.945,4.7657,4.8994,4.7588,4.7818,4.9037,5.2205,5.4341,5.495,5.2376,5.8496,5.79,5.9622
Mongolia,MNG,Cement,GCP,CO2,0,0,0,0,0,0,0,0.02544,0.036343,0.036343,0.047246,0.046338,0.066236,0.06824,0.076771,0.071803,0.070231,0.043618,0.069954,0.074184,0.069438,0.081756,0.13176,0.058761,0.049312,0.050435,0.14202,0.17578,0.15638,0.15584,0.12909,0.08477,0.04952,0.02568,0.03114,0.04007,0.03947,0.04164,0.0407,0.03868,0.03427,0.0253,0.05516,0.06066,0.05558,0.07325,0.0882,0.11212,0.12334,0.09979,0.17155,0.15697,0.15697,0.09643,0.18239,0.18195,0.19171,0.29955,0.41448,0.48726,0.52454,0.5738,0.5738,0.5738
Mongolia,MNG,Coal,GCP,CO2,0.79875,0.88669,1.4216,1.0259,1.4106,1.341,1.3399,1.4363,1.7001,1.876,1.9786,2.091,2.246,2.334,2.5025,2.7883,3.0253,3.5248,4.0267,4.4591,4.9098,4.5324,4.5031,4.7192,5.4819,6.5852,7.0495,7.6934,8.6516,7.8483,7.306,10.1713,9.1936,7.5925,6.8004,6.8407,6.8302,6.5251,6.434,6.2984,6.1366,6.3564,6.7747,6.3797,6.7931,6.8114,7.372,9.5704,9.3367,10.6439,11.1789,18.2028,31.3968,39.7907,26.0144,19.6971,22.5336,30.0709,40.9452,41.7586,31.5873,36.4751,37.9225,41.2707
Mongolia,MNG,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129,0.014509,0.025476,0.035474,0.016598,0.006065,0.0025075,,0.00016374,,,
Mongolia,MNG,Oil,GCP,CO2,0.49464,0.50563,0.5496,0.57525,0.63387,0.61555,0.61304,0.68883,0.74379,0.76944,0.82074,0.8951,0.96363,1.0699,1.1615,1.1945,1.2945,1.3923,1.6671,1.7441,1.876,2.0005,2.0775,2.1911,0.89351,2.3623,2.4036,2.6133,2.6849,2.4549,2.356,1.7038,1.6995,1.5749,1.0332,0.9563,1.0657,1.0484,1.1468,1.1505,1.261,1.4223,1.3667,1.4906,1.6525,1.6305,1.821,2.2753,2.4578,2.2827,2.4219,3.0081,3.4332,3.5764,3.4039,3.3677,2.8872,3.7589,3.9535,4.9977,4.9611,4.8035,4.9185,5.0254
Mongolia,MNG,Total fossil fuels and cement,GCP,CO2,1.2934,1.3923,1.9712,1.6012,2.0445,1.9566,1.9529,2.1506,2.4802,2.6818,2.8465,3.0324,3.2759,3.4721,3.7408,4.0546,4.39,4.9607,5.7638,6.2773,6.8552,6.6147,6.7123,6.9691,6.4247,8.998,9.5951,10.4825,11.4929,10.459,9.7911,11.9598,10.9426,9.193,7.8648,7.8371,7.9354,7.6151,7.6215,7.4876,7.4319,7.804,8.1966,7.931,8.5011,8.5151,9.2812,11.9578,11.9178,13.0264,13.7723,21.3679,34.9999,43.478,29.6261,23.2823,25.6291,34.1354,45.3156,47.2436,37.0731,41.8524,43.4148,46.87
Montenegro,MNE,Cement,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Montenegro,MNE,Coal,GCP,CO2,0.48903,0.5139,0.52324,0.57879,0.65066,0.64993,0.62569,0.59353,0.6104,0.61644,0.79697,0.87828,0.831,0.86562,0.88416,0.94346,0.95044,0.90398,0.94929,1.0052,0.98817,1.2892,1.1333,1.2662,1.3798,1.4163,1.4504,1.4271,1.4468,1.4649,1.4167,0.89937,1.182,1.0732,1.0562,1.1139,1.1196,1.0926,1.2458,0.9591,1.2296,1.1839,1.2215,1.2889,1.3446,0.99346,1.2568,1.0241,1.5117,0.81707,1.6232,1.677,1.5059,1.4521,1.418,1.4949,1.1835,1.2018,1.4216,1.4546,1.5132,1.3264,1.2927,1.22
Montenegro,MNE,Gas flaring,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029201,0.002823,0.0028468,0.0024749,0.0023963,0.002763,0.0027792,0.0033221,0.0033943,0.0035857,0.003494,0.0023117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Montenegro,MNE,Oil,GCP,CO2,0.042472,0.0432,0.048446,0.05719,0.069876,0.091432,0.10893,0.1485,0.18323,0.20642,0.27833,0.28063,0.25521,0.43195,0.41909,0.4164,0.45312,0.46095,0.57602,0.65385,0.64031,0.48345,0.49497,0.48779,0.47008,0.4704,0.52008,0.49611,0.53771,0.51335,0.54032,0.48535,0.30125,0.22043,0.20041,0.21339,0.43338,0.57716,0.51173,0.25276,0.2912,0.48334,0.54479,0.6003,0.69664,0.75737,0.80608,1.0314,1.0934,0.8647,0.79875,0.73025,0.70715,0.69863,0.68883,0.74379,0.83173,0.90134,0.97829,1.0223,0.89402,1.0845,1.0978,1.1084
Montenegro,MNE,Total fossil fuels and cement,GCP,CO2,0.5315,0.5571,0.57169,0.63598,0.72054,0.74136,0.73462,0.74203,0.79363,0.82285,1.0753,1.1589,1.0862,1.2976,1.3033,1.3599,1.4036,1.3649,1.5253,1.6591,1.6314,1.7755,1.6311,1.7564,1.8523,1.8895,1.9733,1.9265,1.9879,1.9819,1.9606,1.387,1.4833,1.2936,1.2567,1.3273,1.553,1.6698,1.7576,1.2119,1.5208,1.6673,1.7662,1.8892,2.0413,1.7508,2.0628,2.0555,2.6051,1.6818,2.4219,2.4072,2.2131,2.1508,2.1068,2.2387,2.0152,2.1031,2.3999,2.4769,2.4072,2.4109,2.3905,2.3284
Morocco,MAR,Cement,GCP,CO2,0.28711,0.31225,0.34567,0.37433,0.45792,0.38887,0.42521,0.42521,0.49063,0.57422,0.69415,0.72605,0.75494,0.78602,0.9236,0.97446,1.1096,1.3618,1.3288,1.539,1.6564,1.6703,1.7247,1.7614,1.6332,1.6701,1.6826,1.7018,1.8743,1.8531,1.8419,2.5143,2.745,2.7317,2.714,2.7179,2.7777,3.0321,3.0861,3.1133,3.3264,4.0788,4.132,4.184,4.3948,4.3641,4.4721,5.0037,5.4555,5.5983,5.3592,5.1911,5.8375,6.0725,5.1714,5.2499,5.2049,5.0553,4.8837,4.9968,4.4895,5.11,5.11,5.11
Morocco,MAR,Coal,GCP,CO2,0.8757,0.86387,0.79237,0.84638,0.99294,0.7731,1.1908,1.1835,1.0626,1.0589,1.2091,1.2708,1.5872,1.5645,1.5535,1.7655,1.9126,1.8069,1.8242,1.7738,1.7038,1.8027,2.0152,2.4952,2.1467,2.4549,4.0186,4.5206,4.4298,4.7786,4.2209,4.8739,4.1837,4.7626,5.3091,6.3139,8.0508,7.6825,8.5701,8.2953,10.0284,12.7727,13.1049,12.2341,13.6887,14.0844,14.6988,15.0785,14.1211,13.1684,13.2234,11.4647,11.4617,11.2118,15.2999,16.8434,16.2352,16.8754,19.5181,25.2583,25.3563,26.5919,26.7149,25.0585
Morocco,MAR,Gas,GCP,CO2,0.01832,0.018302,0.018342,0.021984,0.021984,0.021984,0.025648,0.021984,0.021984,0.080608,0.0916,0.098884,0.1063,0.13557,0.12091,0.14651,0.16488,0.13194,0.16117,0.14293,0.12824,0.1832,0.15022,0.16122,0.16118,0.16488,0.17584,0.14287,0.16122,0.11727,0.10992,0.073291,0.047625,0.047626,0.043968,0.025651,0.03298,0.065944,0.065952,0.076944,0.087936,0.084272,0.084264,0.080608,0.098928,0.86837,1.0954,1.2422,1.1139,1.2091,1.3044,1.6378,2.3964,2.3486,2.2459,2.323,2.3633,2.3448,2.1141,2.0041,1.5573,1.5571,0.431,1.7519
Morocco,MAR,Oil,GCP,CO2,2.4549,2.577,1.9186,2.7114,2.9422,3.0704,3.8179,3.7776,4.0451,4.1037,5.2872,6.0905,5.5791,7.1265,8.5005,8.179,8.3026,9.3239,9.6776,12.3945,12.3294,12.0619,13.0145,13.2087,13.7042,13.3919,12.8069,13.5397,14.4655,15.9116,16.1253,16.2267,17.7605,19.237,20.0567,19.6928,18.6631,19.197,19.1591,20.5001,19.7563,19.8699,19.9852,20.0714,24.0432,25.3439,25.983,27.5883,30.6787,30.8839,34.4782,36.574,37.2579,36.9734,34.4577,34.0789,34.6541,36.8283,35.79,36.4805,33.1611,36.9862,37.2497,36.7472
Morocco,MAR,Total fossil fuels and cement,GCP,CO2,3.636,3.7714,3.0749,3.9541,4.415,4.2544,5.4595,5.4083,5.6202,5.8174,7.282,8.1863,8.0276,9.6126,11.0985,11.0654,11.4897,12.6245,12.9917,15.8502,15.8177,15.7181,16.9046,17.6265,17.6452,17.6818,18.6839,19.9049,20.9308,22.6607,22.298,23.6882,24.7368,26.7789,28.1238,28.7503,29.5245,29.9776,30.8812,31.9857,33.199,36.8057,37.3063,36.5701,42.2256,44.6608,46.2494,48.9127,51.3691,50.8597,54.3652,54.8676,56.9535,56.6064,57.1749,58.4952,58.4575,61.1038,62.3059,68.7397,64.5642,70.2452,69.5055,68.6676
Mozambique,MOZ,Cement,GCP,CO2,0.10903,0.10539,0.087384,0.083589,0.090857,0.10903,0.11266,0.12357,0.14174,0.14901,0.19625,0.20715,0.23259,0.30165,0.22896,0.1381,0.10435,0.1563,0.15449,0.12839,0.1096,0.10825,0.16065,0.18843,0.19915,0.08704,0.031827,0.031299,0.027905,0.030595,0.032432,0.032792,0.012278,0.0081732,0.024482,0.024445,0.073222,0.089357,0.085975,0.087463,0.10916,0.10671,0.19653,0.23969,0.21884,0.19418,0.23751,0.25748,0.28617,0.29923,0.34088,0.37328,0.4527,0.50562,0.58589,0.61418,0.94781,0.91061,0.92998,1.0462,1.085,1.1625,1.1625,1.1625
Mozambique,MOZ,Coal,GCP,CO2,1.3374,1.4986,1.5234,1.3593,1.341,1.2677,1.1615,1.1102,1.4803,1.6415,1.5425,1.6598,1.4253,1.5572,1.4949,1.3703,1.3246,0.83173,0.65586,0.61189,0.7649,0.77928,0.64486,0.47998,0.33342,0.28213,0.17587,0.16792,0.17221,0.16854,0.15389,0.16488,0.15755,0.15806,0.15755,0.15022,0.065952,0.065952,0,0,0,0,0,0,0,0,0,0.025606,0.025691,0.025648,0.025648,0.12458,0.040256,0.03664,0.8244,0.42892,0.051318,0.025648,0.062321,0.047632,0.076944,0.025648,0.028153,0.031418
Mozambique,MOZ,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.003664,0.0036727,0.003664,0.007328,0.13923,0.16122,0.069501,0.11744,0.15022,0.15389,0.1832,0.172,0.35541,1.3264,1.7413,1.5359,1.6122,1.6167,1.7294,1.6598,1.8027,1.9278,1.9858
Mozambique,MOZ,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073873,0.0062706,0.021337,0.0088845,0.0044694,0.022433,0.013086,0.0019402,0.00031788,0,0.82645,0.45203
Mozambique,MOZ,Oil,GCP,CO2,0.43602,1.0259,0.37442,0.21618,0.70715,0.62654,0.85005,0.63754,1.1542,1.4473,1.2421,1.7441,1.6378,1.7001,1.4216,1.374,1.1265,1.7184,2.0555,1.8943,2.324,1.5915,1.7184,1.2861,0.97829,0.76578,0.76944,0.77753,0.80608,0.83539,0.83906,0.74379,0.85738,0.97409,0.916,0.9563,0.95264,1.0149,1.0259,1.0809,1.2128,1.4436,1.3368,1.6122,1.6378,1.4363,1.5169,1.8363,1.7506,1.9639,2.1141,2.4256,2.3129,2.6747,5.3641,3.9372,6.0079,4.3345,4.3881,4.2759,3.5541,4.8768,4.413,4.3916
Mozambique,MOZ,Total fossil fuels and cement,GCP,CO2,1.8824,2.6299,1.9852,1.6591,2.139,2.0033,2.1242,1.8713,2.7762,3.2378,2.9809,3.611,3.2957,3.5589,3.1455,2.8824,2.5554,2.7064,2.8658,2.6346,3.1985,2.479,2.5239,1.9545,1.5109,1.1349,0.97714,0.97675,1.0062,1.0345,1.0254,0.94146,1.0272,1.1403,1.098,1.131,1.0918,1.1702,1.1119,1.1683,1.3219,1.554,1.5371,1.8555,1.864,1.7697,1.9156,2.1889,2.1799,2.439,2.6345,3.1066,3.0517,3.5787,8.1221,6.7306,8.5473,6.9054,7.0102,7.1011,6.3761,7.8676,8.3578,8.0234
Myanmar,MMR,Cement,GCP,CO2,0.021806,0.018171,0.02544,0.061783,0.065417,0.065417,0.069051,0.065417,0.087223,0.090857,0.083522,0.098126,0.098126,0.094491,0.083589,0.090785,0.11493,0.13132,0.12273,0.18359,0.18146,0.1452,0.15691,0.15151,0.13655,0.20856,0.18679,0.16554,0.14801,0.16407,0.16868,0.1803,0.18863,0.16244,0.19065,0.20949,0.2044,0.20862,0.14741,0.13635,0.15836,0.15166,0.18817,0.22733,0.20555,0.21414,0.22255,0.23407,0.2582,0.25573,0.20382,0.2035,0.34772,0.4286,0.50258,0.37741,0.96166,2.0912,1.7173,1.9462,2.2897,2.5568,2.5568,2.5568
Myanmar,MMR,Coal,GCP,CO2,0.93798,0.70715,0.916,0.57525,0.59357,0.37006,0.25282,0.5496,0.21984,0.4983,0.58211,0.6009,0.38106,0.20152,0.43602,0.66998,0.43602,0.34442,0.44701,0.1429,0.15399,0.20505,0.27131,0.24182,0.26747,0.28946,0.18686,0.14656,0.12102,0.18686,0.2748,0.28946,0.12091,0.051296,0.040304,0.065952,0.047632,0.051321,0.054935,0.3664,1.3593,1.5645,1.2348,0.60112,0.72892,0.58643,0.95237,0.8205,0.64853,0.60822,1.2311,1.6635,1.7038,1.1432,1.1578,0.92699,1.1248,1.5535,3.25,3.9319,4.324,3.195,3.3218,3.6151
Myanmar,MMR,Gas,GCP,CO2,0.040304,0.029312,0.032976,0.029312,0.007328,0.014656,0.021984,0.014656,0.021984,0.032976,0.10983,0.12824,0.19786,0.19419,0.20152,0.35146,0.48365,0.44701,0.52395,0.53861,0.65263,0.80922,0.94593,0.98928,1.3264,1.7917,2.0812,2.1434,2.1087,2.1471,1.7404,1.6415,1.6158,1.9932,2.4915,2.7883,3.0265,3.2699,3.1496,2.9788,2.7407,2.224,2.301,3.0569,5.1574,5.4574,6.1354,6.1648,3.6493,5.4227,4.1403,5.496,3.5761,4.2026,4.8292,10.8491,8.0791,8.4638,8.1158,7.9811,8.6993,9.0464,8.5139,8.5962
Myanmar,MMR,Gas flaring,GCP,CO2,,,,,,,,,,,0.31485,0.34075,0.4177,0.458,0.39571,0.30021,0.23816,0.42136,0.39938,0.43968,0.4913,0.058586,0.084327,0.095264,0.084272,0.07328,0.098928,0.098928,0.018336,0.010992,0.007328,0.007328,0.010992,0.014656,0,0,0,0.00040006,0.021078,0.029305,0.050958,0.046007,0.06051,0.060285,0.063485,0.044832,0.048958,0.057784,0.053409,0.055109,0.053459,0.093921,0.13438,0.15838,0.13383,0.10831,0.081714,0.067814,0.045394,0.043053,0.047597,0.039453,0.024528,0.02085
Myanmar,MMR,Oil,GCP,CO2,1.7148,1.8357,1.9053,1.9676,2.1911,2.2753,2.4622,2.9862,2.5978,2.5904,3.522,3.9315,3.7996,3.1584,3.5541,3.1705,3.62,3.8216,3.653,3.7812,4.0294,4.4049,4.121,4.2759,4.7339,4.3125,4.2026,2.3889,1.6906,1.9163,2.0445,2.0189,2.9056,3.0814,3.4515,3.8289,3.9095,3.8894,4.6731,5.4227,5.91,4.8695,5.5436,6.0515,6.4101,5.2522,5.4541,5.564,5.1626,3.8655,7.4929,7.6651,6.0566,6.7894,9.226,9.6253,10.8931,11.4537,20.8885,19.7181,19.227,14.7623,15.1156,15.4443
Myanmar,MMR,Total fossil fuels and cement,GCP,CO2,2.7148,2.5903,2.8797,2.6339,2.8574,2.7255,2.8061,3.6158,2.9268,3.2126,4.6123,5.0995,4.8943,4.1066,4.6709,4.5829,4.8928,5.1657,5.1461,5.086,5.5088,5.623,5.5795,5.7538,6.5485,6.6755,6.7563,4.9434,4.0867,4.4253,4.2357,4.1374,4.8419,5.303,6.174,6.8926,7.188,7.4196,8.0462,8.9336,10.2194,8.8557,9.3281,9.9971,12.5655,11.555,12.8135,12.8411,9.7721,10.2073,13.1216,15.122,11.8185,12.7222,15.8493,21.8871,21.1404,23.6301,34.0168,33.6204,34.5875,29.5999,29.5327,30.2332
Namibia,NAM,Cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14768,0.22256,0.2704,0.30316,0.3302,0.26262,0.40559,0.48359,0.51999,0.46851,0.50439,0.50439,0.50439
Namibia,NAM,Coal,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040304,0.032976,0.23816,0.26443,0.043968,0.03664,0.029312,0.029256,0.014656,0.03664,0.10259,0.076944,0.10259,0.11725,0.091467,0.21586,0.095114,0.2748,0.18686,0.19053,0.1319,0.15773,0.1319,0.058624,0.080608,0.13202,0.15389,0.095264,0.1319,0.14656,0.12458,0.14153,0.14324
Namibia,NAM,Oil,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0039,1.1029,1.1358,1.2928,1.5755,1.6818,1.788,1.8358,1.7257,1.6854,2.1251,1.8943,1.9896,2.1251,2.4367,2.3013,2.2315,2.5831,2.4769,2.5941,2.5025,2.8209,3.1877,3.3782,3.5211,3.5793,3.5394,3.631,3.5871,3.217,3.272,3.4389,3.5266
Namibia,NAM,Total fossil fuels and cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0442,1.1358,1.374,1.5572,1.6195,1.7184,1.8173,1.8651,1.7404,1.7221,2.2277,1.9712,2.0921,2.2424,2.5282,2.5172,2.3266,2.8579,2.6637,2.7846,2.7821,3.2012,3.59,3.74,3.9319,3.974,4.0989,4.2099,4.239,3.8321,3.9009,4.0848,4.1742
Nauru,NRU,Cement,GCP,CO2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
